kata,frekuensi
nadzar,223
memisahkan,222
diminta,222
nyata,222
menunjukkan,222
menjelang,222
jawaban,222
umurnya,222
minal,222
kudanya,222
sahur,222
mekkah,222
Abu Bakar bin Abi Syaibah,222
tinggalkanlah,221
penutup,221
baitul,221
musim,220
menyelesaikan,220
menjumpai,220
dikumandangkan,220
Hushain,220
telaga,220
nasrani,219
pihak,219
membagi,219
Hudzaifah,219
'Imran bin Hushain,219
kampung,218
keji,218
ditetapkan,218
memintaminta,218
membersihkan,218
jenis,218
tepat,218
terang,218
daun,218
fi,218
kab,218
waki,218
kerajaan,217
sanggup,217
suaranya,217
Salim bin Abdullah,217
pundak,217
mendengarkan,216
diwajibkan,216
Ghundar,216
Amru,216
jauhilah,215
anakmu,215
rukun,215
wanitawanita,215
Mu'adz bin Jabal,215
mengharapkan,214
punggung,214
adakah,214
daya,214
ummi,214
puasanya,214
kabilah,214
laka,213
Muhammad bin Bakr,213
Hudzaifah bin Al Yaman,213
menghabarkan,213
bunuh,212
bawalah,212
buas,212
domba,212
dibuat,212
bersandar,212
kemuliaan,212
Abu Bakrah,212
jubah,212
gambar,212
Anas Bin Malik,212
terhadapnya,211
seperempat,211
timbangan,211
'Urwah bin Az Zubair,211
riwayatkan,211
Muhammad bin Al Munkadir,211
huruf,210
datangnya,210
kesulitan,210
seperlima,210
meludah,210
membuatnya,209
bertasbih,209
bersyukur,209
selimut,209
tertinggal,209
bibinya,209
Qais,209
liman,209
mirip,209
berbekam,209
syarri,209
surah,208
nenek,208
memelihara,208
luar,208
cukuplah,208
punggungnya,208
mencabut,208
saudaramu,208
digunakan,208
Ya'la,208
kekal,207
tidurnya,207
menggaulinya,207
tunggangan,207
baunya,207
panggilanmu,207
Ibnu Abu Laila,207
radhiyallahuanhu,207
Ali bin Zaid,207
marwah,206
terdiam,206
penjaga,206
lautan,206
menjenguk,206
aslam,206
melepaskan,205
kedudukan,205
berzikir,205
disampaikan,205
kalung,205
sallallahu,205
khusus,204
kelebihan,204
dilahirkan,204
kaummu,204
keutamaan,204
persaksian,204
humaid,204
abdu,204
Rafi' bin Khadij,204
durhaka,203
aman,203
disebabkan,203
penguasa,203
mengeraskan,203
semalam,203
Mutharrif,203
atha,203
ku,203
salman,203
masuklah,202
kapan,202
berubah,202
antaranya,202
tetangga,202
hunain,202
putri,202
Abdullah bin Yazid,202
Musa bin 'Uqbah,202
milikmu,202
andai,202
Abdul Malik,202
menyembelihnya,201
rendah,201
tamu,201
hadapannya,201
dinding,201
zhalim,201
susunya,201
beruntung,200
inginkan,200
sai,200
meneruskan,200
berjumlah,200
ikan,200
bashrah,200
melarangku,200
habibah,200
tabuk,200
Salamah bin Kuhail,200
biawak,200
Abu Dawud,200
debu,199
memasukkannya,199
tenggelam,199
menjawabnya,199
iqamat,199
utbah,199
bernadzar,199
bawahnya,198
mengalahkan,198
nuh,198
dipotong,198
didatangi,198
membuang,198
janda,198
jabal,198
isteriku,198
iddah,198
shallallallahualaihi,198
masak,197
besok,197
Hafshah,197
badannya,197
anna,197
Abdullah bin Numair,197
rela,196
pandai,196
kedatangan,196
ubaid,196
jahat,195
waris,195
letakkan,195
bintang,195
berdoalah,195
darahnya,195
mumin,195
An Nu'man bin Basyir,195
Muhammad bin Ziyad,195
tamim,195
nikah,194
dihadapkan,194
bersamasama,194
terlalu,194
batang,194
Sa'id Ibnul Musayyab,194
engkaulah,193
kekuatan,193
harun,193
dosadosanya,193
keluargamu,193
dasar,193
kira,193
tersenyum,193
tampak,193
pembantu,193
badan,193
Al Qasim bin Muhammad,193
mursal,193
Amru bin Dinar,193
Abdullah bin Abbas,193
Abu Zubair,193
bertakwalah,192
sebaliknya,192
membaiat,192
mengabarinya,192
asyura,192
marwa,192
Az-Zuhri,192
dikeluarkan,191
kenikmatan,191
carilah,191
sah,191
Abu Al Walid,191
Abu Rafi',191
terluka,191
menyuruhnya,191
Abdurrahman bin Abu Laila,191
Ali bin Mushir,191
Muhammad bin Bisyr,191
Ali Radhiallah 'anhu,191
kejelekan,190
berkulit,190
Yahya bin Bukair,190
Ahmad bin Yunus,190
Al Qasim,190
beritikaf,190
nabidz,190
atasmu,189
bekerja,189
menunjuk,189
Abdullah bin Maslamah,189
tunggangannya,189
mud,189
umamah,189
Al Jurairi,189
Husain bin Muhammad,189
tertentu,188
lapar,188
lamanya,188
sutra,188
harum,188
menyerupai,188
Suwaid bin Nashr,188
terasa,187
istriistri,187
fakir,187
Al Laits bin Sa'd,187
berdasarkan,187
berlari,186
Ibnu Abu Mulaikah,186
Abu Ahmad,186
Yahya bin Ishaq,186
mengerti,185
membantu,185
tunjukkan,185
perlu,185
Sulaiman bin Bilal,185
inni,185
memanggilku,185
hamidah,185
labbaika,185
adi,185
laki,185
Tsauban,185
mengandung,184
siasia,184
wasaq,184
Abu Awanah,184
berkeinginan,183
sepatu,183
lutut,183
bodoh,182
takdir,182
garis,182
kekafiran,181
mengikat,181
jalannya,181
insya,181
biasanya,181
membangun,181
iya,181
agak,181
kulli,181
jubair,181
disembelih,180
menyekutukan,180
hambahamba,180
didengar,180
hulaifah,180
bershalawat,180
Muhammad bin Ubaid,180
Hisyam bin Ammar,180
menyembunyikan,179
penggembala,179
selamalamanya,179
hudaibiyah,179
mengadu,179
bermaksiat,179
'Auf,179
Muhammad bin Ibrahim,179
Musa,179
Al Mughirah bin Syu'bah,179
Abu Daud,179
dagingnya,179
tanduk,179
'Abdur Razzaq,179
Suraij,179
siksaan,178
berjanji,178
perkampungan,178
demam,178
Abu Nadhrah,178
justru,177
minumlah,177
jaminan,177
indah,177
sikap,177
jagalah,177
dibangkitkan,177
mengundang,177
Aban,177
fatihah,177
fii,177
Hisyam bin 'Ammar,177
Makhul,177
Abdu bin Humaid,177
diamalkan,177
sempurnakanlah,176
bertolak,176
menikahinya,176
putusan,176
kemari,176
mengangkatnya,176
nabinya,176
haritsah,176
kadang,176
Al Walid,176
keluarlah,175
menghalalkan,175
menyiksa,175
membakar,175
ibumu,175
perempuannya,175
membacakannya,175
gemuk,175
bolehkah,175
diantaranya,175
Abu Zur'ah,175
sesudahnya,175
pundaknya,175
iedul,175
Ahmad bin Shalih,175
Ali bin Abu Thalib,175
buahbuahan,174
memperlihatkan,174
senjata,174
kebiasaan,174
hasta,174
laits,174
selendang,174
siapapun,174
memerintahkanku,174
Habib bin Abu Tsabit,174
menanggung,173
bersih,173
menderita,173
kekayaan,173
dimasukkan,173
pembagian,173
dicintai,173
Ibrahim bin Sa'd,173
terdengar,173
samurah,173
ahad,173
sesembahan,172
kotor,172
sayang,172
menguasai,172
menjulurkan,172
bergegas,172
rizki,172
semenjak,172
dihadapan,172
Abu Bakr,172
lafazhnya,172
Utsman bin Umar,172
firaun,171
mengingkarinya,171
kebesaran,171
terputus,171
semata,171
condong,171
membinasakan,171
kematiannya,171
tentangnya,171
ditulis,171
membangunkan,170
pencuri,170
burdah,170
asar,170
diucapkan,169
bangunan,169
alat,169
Abdullah bin Muhammad,169
bersiwak,169
suhail,169
tergesagesa,168
bagaimanakah,168
memberimu,168
ummat,168
membonceng,168
jahal,168
Abdul Wahhab,168
jadilah,167
melemparkan,167
bekal,167
naungan,167
tuanya,167
kenabian,167
Abdul Warits,167
Al Mas'udi,167
uqiyah,167
illallaah,167
niat,166
menceraikannya,166
serahkan,166
berbeda,166
kesejahteraan,166
mengampuninya,166
Mu'adz bin Hisyam,166
walaa,166
Abdul Aziz bin Muhammad,166
Muhammad bin Rumh,166
sihir,165
panggilan,165
menang,165
tentara,165
menahannya,165
membentangkan,165
ganjil,165
Muhammad bin Fudlail,165
Mu'tamir,165
didalamnya,165
sabdanya,165
Zaid bin Arqam,165
Al Qa'Nabi,165
pedih,164
amalnya,164
zuhair,164
ied,164
syaibah,164
Yunus bin Muhammad,164
haidh,164
Mughirah,164
Ibnu Basysyar,164
angkat,163
walinya,163
maqdis,163
ilaika,163
syihab,163
Humaid bin Hilal,163
Harun bin Abdullah,163
beritahukanlah,162
ketetapan,162
bagiannya,162
kasih,162
kesusahan,162
kuasa,162
membiarkannya,162
hijau,162
walau,162
menikahkan,162
fitrah,162
Sa'd,162
shafiyyah,162
cemburu,162
hushain,162
bersin,162
cambuk,162
Ubaidullah bin Umar,162
Abu Nadlrah,162
melampaui,161
katakata,161
bermaksud,161
dadanya,161
usia,161
mari,161
sujudnya,161
shafwan,161
Uqbah bin Amir,161
suruhlah,160
sedih,160
membuatmu,160
ahlul,160
Abu Ma'mar,160
saudah,160
zamah,160
tikus,160
kulitnya,160
memerah,160
hajji,160
idul,160
lahul,160
Jarir bin Hazim,160
pelana,160
kabur,160
Mu'awiyah bin Shalih,160
rezeki,159
tertutup,159
menghidupkan,159
macam,159
ganti,159
berburu,159
tasbih,159
pasir,159
mendapatinya,159
menyebutkannya,159
seusai,159
mengizinkannya,159
lengan,159
disukai,159
Khalid bin Ma'dan,159
Ibnu Abu Adi,159
Amru bin Murrah,159
ditimpa,158
keluarkan,158
sebagiannya,158
murka,158
alaikum,158
tegak,158
berteriak,158
Isma'il bin Abu Khalid,158
Adam,158
Ibnu 'Uyainah,158
lakal,158
Ibnu Thawus,158
wataala,158
turunkan,157
pantas,157
pengampun,157
ikatan,157
pernikahan,157
mencintainya,157
mengutusnya,157
'Amir,157
Ibnu Wahab,157
Ubay bin Ka'b,157
pembeli,157
terimalah,156
temui,156
sepenuh,156
syirik,156
luas,156
berkatalah,156
diizinkan,156
hijab,156
wilayah,156
dluha,156
Samurah bin Jundub,156
Imran bin Hushain,156
gelap,155
dibaca,155
cucu,155
sepeninggalku,155
isi,155
terjadinya,155
tertulis,155
masjidil,155
setelahku,155
Sa'id Al Maqburi,155
mencarinya,155
habasyah,155
ditinggal,155
shadaqah,155
yakin,154
menyatakan,154
bapakmu,154
pedoman,154
menghancurkan,154
ruh,154
sisanya,154
khadijah,154
illaa,154
Wahb bin Jarir,154
berbukalah,154
bakhil,154
Waqi',154
menyelamatkan,153
mengutusmu,153
kehormatan,153
sempat,153
menyerukan,153
ucapannya,153
pakai,153
merahmati,153
perbekalan,153
Maimunah,153
mujahid,153
qunut,153
sholat,153
najasyi,153
meneritakan,153
ditentukan,152
mengganti,152
jumlahnya,152
dewasa,152
menyiapkan,152
menduga,152
menempati,152
membutuhkan,152
maktum,152
'Ubadah bin Ash Shamit,152
melihatmu,152
sunah,152
merubah,152
Abdul Aziz,152
kerusakan,151
sembelihlah,151
sekedar,151
berkendaraan,151
begitulah,151
pezina,151
dimintai,151
kekasih,151
kekufuran,151
kezhaliman,151
mataku,151
hayya,151
berhasil,151
bibi,151
Musa bin Uqbah,151
berbagai,150
tulisan,150
dihalalkan,150
mutah,150
sekaligus,150
menyukainya,150
'Atha,150
Ismail,150
radliyallahuanha,150
halnya,149
sumpahnya,149
pisau,149
memintakan,149
kakiku,149
Muslim,149
tanggal,149
muzaffat,149
Samurah,149
Amir,149
Suwaid bin Sa'id,149
tsiqah,149
pembicaraan,148
dianggap,148
kulihat,148
kamis,148
tepung,148
dibawah,148
syarik,148
lututnya,148
Abu Al Mughirah,148
Abu Utsman,148
Aswad bin 'Amir,148
saudarasaudara,147
sampingnya,147
shafiyah,147
alaika,147
numan,147
tirmidzi,147
Al Hasan bin Ali,147
tersesat,146
menggantikan,146
berkurang,146
liar,146
Anas bin Malik radliallahu 'anhu,146
hani,146
Tsabit Al Bunani,146
senin,146
syaikh,146
Aswad bin Amir,146
Abdul Malik bin Umair,146
hina,145
gila,145
dikerjakan,145
menjaganya,145
kebutuhan,145
tanggungan,145
muththalib,145
bantal,145
berwudhulah,145
adlha,145
ghifar,145
Miqsam,145
maiz,145
pelajaran,144
gugur,144
ayahmu,144
lengannya,144
amasy,144
umair,144
wishal,144
arak,144
Abdullah bin Buraidah,144
subhanallahu,144
menerangkan,143
seburukburuk,143
kelaparan,143
jahanam,143
tepi,143
wajahku,143
menyertai,143
bermukim,143
telanjang,143
perisai,143
kuku,143
sejauh,143
solatmu,143
lahu,143
Abu 'Amir,143
hidungnya,143
berlepas,142
terhalang,142
takaran,142
memperbanyak,142
Isma'il bin Ja'far,142
Fulaih,142
menyelisihi,142
qutaibah,142
bara,142
bersamaan,142
Sufyan Ats Tsauri,142
Al Harits bin Miskin,142
mengenal,141
mengeluarkannya,141
dilihat,141
ditutup,141
kembalikan,141
utusannya,141
Anas radliallahu 'anhu,141
umatmu,141
Mu'adz,141
Baqiyyah,141
innii,141
berkomentar,141
Muhammad bin Isa,141
membela,140
hartamu,140
janin,140
dikumpulkan,140
dirajam,140
dibuka,140
menghampiri,140
keesokan,140
dimerdekakan,140
aqabah,140
diciptakan,139
mengakui,139
mencegah,139
ketaatan,139
ceritakanlah,139
seruan,139
lengkap,139
Abu Mas'ud,139
desa,139
datangi,139
samiallahu,139
tameng,139
Haiwah,139
Al Hajjaj,139
bawang,138
sehat,138
bacakan,138
menyakiti,138
mengingat,138
hidangan,138
sesaat,138
bersedekahlah,138
dadaku,138
mencukupi,138
terjaga,138
qadar,138
'Ali bin 'Abdullah,138
memeluk,138
umra,138
Isma'il bin Mas'ud,138
lemak,137
bilangan,137
tebal,137
membawakan,137
sembuh,137
Zaidah,137
ahzab,137
syaiin,137
membolehkan,137
penjualan,137
Yazid bin Abu Ziyad,137
keraguan,136
rahasia,136
maaf,136
patut,136
sadar,136
terbuka,136
pekerjaan,136
kuburnya,136
padang,136
kitabnya,136
asad,136
Ali bin Abdullah,136
membalasnya,136
istihadhah,136
Abdullah bin Amru,136
ketakutan,135
menampakkan,135
membahayakan,135
menggigit,135
bencana,135
berhala,135
berangkatlah,135
sebentar,135
perselisihan,135
memberatkan,135
'Abdah,135
mensolatinya,135
dijual,135
ubai,135
daripadanya,134
dipakai,134
kesaksian,134
heran,134
menghalangimu,134
rupanya,134
kukatakan,134
keringat,134
baligh,134
iapun,134
seukuran,134
'Ashim Al Ahwal,134
bait,134
wala,134
alqamah,134
mutsanna,134
terdahulu,133
angkatlah,133
mendekatkan,133
istriku,133
menyusul,133
jantan,133
puas,133
kesombongan,133
catatan,133
mempersiapkan,133
pertanyaan,133
'Amrah,133
Ibnu Abu 'Adi,133
untaku,133
hikmah,132
menyebutnyebut,132
lapang,132
semacam,132
dijanjikan,132
membicarakan,132
meringankan,132
kagum,132
serigala,132
gelang,132
kelima,132
shalawat,132
ridha,132
Ibnu Idris,132
memaafkan,131
datangilah,131
ditinggalkan,131
dipenuhi,131
sasaran,131
melewatinya,131
untaunta,131
kelihatan,131
sakitnya,131
Isra'il,131
cucilah,131
fitri,131
nahr,131
situ,131
katsir,131
'Amru bin Murrah,131
tasyahud,131
baqi,131
mensolati,131
bintu,131
syaban,131
yaqub,131
shalla,131
hatimu,130
memalingkan,130
tahanlah,130
bersikap,130
turunnya,130
bermain,130
malah,130
memberitahu,130
melarikan,130
tujuan,130
rusak,130
yala,130
membatalkan,130
lahan,130
pedangnya,130
karunia,129
berbalik,129
penghuninya,129
jawabnya,129
kakek,129
mencucinya,129
memintanya,129
kucing,129
Sa'id bin Manshur,129
subhanallah,129
menyusui,128
denda,128
dibukakan,128
pingsan,128
cacat,128
memukulnya,128
sejajar,128
Ayub,128
Hafsh bin Ghiyats,128
Ja'far bin Muhammad,128
mengusir,127
menjauhkan,127
kebaikannya,127
bersegera,127
menangkap,127
mengharamkannya,127
kebahagiaan,127
jahiliyyah,127
Ishaq bin Abdullah bin Abu Thalhah,127
terbangun,127
Ibrahim bin Musa,127
sepotong,127
usaid,127
perwalian,127
syariika,127
qiyamat,127
albaqarah,127
maula,127
bakrah,127
diyatnya,127
Abdullah bin Idris,127
Abdullah bin Al Mubarak,127
kekurangan,126
murtad,126
beristirahat,126
permulaan,126
menuduh,126
terbitnya,126
dikabulkan,126
esok,126
ulangi,126
mukanya,126
Abu An Nadlr,126
kamipun,126
quba,126
tetangganya,126
sahal,126
thaun,126
himar,126
semesta,126
namamu,125
penduduknya,125
menghadapkan,125
terpuji,125
masukkan,125
menawarkan,125
pindah,125
menghitung,125
sabilillah,125
hantam,125
Salim bin Abu Al Ja'd,125
berkumurkumur,125
Abu Ayyub,125
kamaa,125
hambamu,125
wail,125
Ummu Habibah,125
isterimu,125
iddahnya,125
patung,124
dinikahi,124
tunggulah,124
sesama,124
susah,124
tajam,124
perintahkanlah,124
malamnya,124
sedemikian,124
kedalam,124
sejenak,124
mengamalkan,124
'Ubaidullah bin Abdullah,124
'Atho',124
bibiku,124
beliaupun,124
kekasihku,124
pelepah,124
meraih,124
penjual,124
menuntun,124
merajamnya,124
Dawud,124
numair,124
Abdullah bin Syaqiq,124
jarijarinya,123
buatlah,123
lipat,123
berdirinya,123
berkhianat,123
menyampaikannya,123
menggabungkan,123
selamatkanlah,123
quwwata,123
didalam,123
mengabarkannya,123
dikenal,123
jarijari,123
tamattu,123
membuangnya,123
Busr bin Sa'id,123
bekam,123
Abul Yaman,123
Abu An Nadhr,123
'Amr bin Dinar,123
Abu Az-Zubair,123
sebanding,122
penolong,122
rahim,122
tipu,122
menyesatkan,122
sempit,122
kesedihan,122
benteng,122
ciptakan,122
cerita,122
baiklah,122
kandang,122
memuliakan,122
merampas,122
sebatang,122
kemarilah,122
berani,122
ahlu,122
menjauh,122
Ibnu Al Mubarak,122
kakekku,122
matang,122
putaran,122
wabah,122
harganya,122
akwa,122
Muhammad bin Abdul A'la,122
Zaid bin Al Hubab,122
Mujalid,122
pengasih,121
esa,121
penyeru,121
kasar,121
suamiku,121
istana,121
Ubaidullah bin Abdullah,121
ditengahtengah,121
permasalahan,121
ember,121
Jabir bin 'Abdullah,121
Zaid,121
tenda,121
berbincangbincang,121
juallah,121
bi,121
disisi,121
menyewakan,121
meski,121
amalannya,121
shalallah,121
'Atho` bin Yasar,121
rahmatnya,120
sembah,120
berkuasa,120
mesir,120
berdiam,120
pembesar,120
naqir,120
majelis,120
Khalid bin Makhlad,120
zafaran,120
Hammam bin Munabbih,120
lantaran,120
Ibnu 'Umar radliallahu 'anhuma,120
shayyad,120
sarungnya,120
Abdurrahman bin Al Qasim,120
usai,120
Amru An Naqid,120
shallallahualahiwasallam,120
ajarkan,119
menundukkan,119
membencinya,119
menuntut,119
nashrani,119
Hisyam bin Hassan,119
hassan,119
Asy'ats,119
Habib,119
seharga,119
Abdullah bin Sa'id,119
had,119
Abu Muawiyah,119
Sulaiman bin Dawud,119
allahlah,118
meminang,118
sejumlah,118
perbuatannya,118
banyaknya,118
tempattempat,118
palsu,118
nasab,118
maidah,118
badu,118
menunggang,118
menghalangiku,118
Abu Musa Al Asy'ari,118
mulku,118
menjama,118
man,118
mengajari,118
mengisyaratkan,118
separuh,118
persia,118
Muhammad bin 'Ubaid,118
laksanakanlah,117
anakanaknya,117
tergelincir,117
halhal,117
tolonglah,117
lahir,117
penjelasan,117
bergerak,117
menutupinya,117
tulis,117
wafatnya,117
penyembelihan,117
milikku,117
Abu Wa'il,117
Abu An Nu'man,117
korban,117
geriba,117
siwak,117
nasehat,117
Sahl bin Sa'd,117
ayam,117
keluarnya,117
kalajengking,117
transaksi,117
aib,117
Abdurrahman bin Yazid,117
Azzuhri,117
Ashim,117
Abu Wail,117
Muhammad bin Ash Shabbah,117
al-A'masy,117
khuf,117
kesesatan,116
bantuan,116
membuatkan,116
menetap,116
melintasi,116
menyegerakan,116
seberat,116
bahasa,116
berusia,116
memendekkan,116
dimanakah,116
Khalid bin Al Harits,116
dihidangkan,116
duri,116
barakah,116
diberitahu,116
berkahilah,116
Muhammad bin Yahya bin Habban,116
Al Harits,116
permisalan,116
pelindung,115
menentukan,115
mengurus,115
terikat,115
mencelanya,115
Abu Ayyub Al Anshari,115
'Abdurrahman,115
ath,115
Abu Nadlr,115
Sulaiman At Taimi,115
Nashr bin Ali,115
Abu Abdurrahman,115
Ishaq bin Isa,115
mayat,114
bahaya,114
pembunuh,114
duduklah,114
dihukum,114
berbaris,114
doanya,114
gelas,114
jawabku,114
kemana,114
Abu Salamah bin 'Abdurrahman,114
yasar,114
mendahulukan,114
mendoakannya,114
bisyr,114
sebaiknya,114
innaka,114
Ibnu Buraidah,114
manis,114
sandalnya,114
dihapus,114
muzabanah,114
rifaah,114
saham,114
penunggang,114
lii,114
shamit,114
marfu,114
telunjuk,114
Abdul Wahid bin Ziyad,114
Humaid bin Mas'adah,114
Amru bin Syu'aib,114
maqam,113
kepalamu,113
ladang,113
kabarkanlah,113
mulailah,113
kediaman,113
dipercaya,113
perahu,113
dibuatkan,113
perempuanku,113
puteri,113
disini,113
selendangnya,113
hutangnya,113
berambut,113
diperbolehkan,113
